Direction,From,To,Time (UTC),Time (local),Message,Profile,Origin path,Is deleted,Label
Outgoing,Lisa Robinson,Mrs. Amanda Hood,01/07/2025 11:28,01/07/2025 19:28,ambil barang,,,False,drug
Outgoing,Lisa Ward,John Chase,01/18/2025 01:06,01/18/2025 09:06,catch up later,,,False,normal
Incoming,Melissa Ali,John Turner,01/21/2025 12:30,01/21/2025 20:30,catch up later,,,False,normal
Outgoing,Brandon Brown,Jeffrey Fernandez,01/15/2025 04:07,01/15/2025 12:07,family dinner,,,False,normal
Outgoing,Barbara Warren,Thomas Shaffer,01/06/2025 01:07,01/06/2025 09:07,冰毒,,,False,drug
Incoming,Brandon Daniels,Maria Collins,01/04/2025 08:02,01/04/2025 16:02,budak hantar,,,False,drug
Incoming,Christopher Martinez,Gregory Dorsey,01/15/2025 23:07,01/16/2025 07:07,working late,,,False,normal
Incoming,Robert Robinson,Joel Tran,01/21/2025 13:31,01/21/2025 21:31,ok see you tomorrow,,,False,normal
Incoming,Mark Nguyen,Julie Griffin,01/10/2025 23:51,01/11/2025 07:51,shopping,,,False,normal
Incoming,Ashley Thomas,Joel Phillips,01/13/2025 13:07,01/13/2025 21:07,exam coming soon,,,False,normal
Incoming,Elizabeth Allen,Heather Mendoza,01/16/2025 14:27,01/16/2025 22:27,drive safe,,,False,normal
Outgoing,Anna Nguyen,Matthew Hampton,01/05/2025 19:57,01/06/2025 03:57,stuff,,,False,drug
Incoming,Heather Kelly,Valerie Jordan,01/02/2025 04:03,01/02/2025 12:03,冰毒,,,False,drug
Outgoing,Mary Moore,Christopher Wilkinson,01/01/2025 11:23,01/01/2025 19:23,pil kuda,,,False,drug
Outgoing,Joshua Powell,Sean Lindsey,01/01/2025 13:41,01/01/2025 21:41,paket,,,False,drug
Outgoing,Bradley Brown,Ricky Compton,01/03/2025 03:31,01/03/2025 11:31,paket,,,False,drug
Incoming,Tina Hoffman,Amy Perkins,01/10/2025 12:24,01/10/2025 20:24,jom makan,,,False,normal
Incoming,Holly Harris,James Jones,01/14/2025 11:07,01/14/2025 19:07,good night,,,False,normal
Outgoing,Justin Mayer,Teresa Smith,01/07/2025 16:14,01/08/2025 00:14,check line,,,False,drug
Outgoing,Jamie Johnson,Melody Coleman,01/02/2025 10:42,01/02/2025 18:42,one g,,,False,drug
Incoming,Troy Carr,Tracy Reilly,01/21/2025 05:42,01/21/2025 13:42,later go movie,,,False,normal
Outgoing,Ashley Stark,George Robinson,01/10/2025 22:02,01/11/2025 06:02,family dinner,,,False,normal
Incoming,Shannon Payne,Stephanie Davis,01/10/2025 20:41,01/11/2025 04:41,assignment siap?,,,False,normal
Incoming,Ryan Johnson,David Sellers,01/14/2025 00:23,01/14/2025 08:23,meeting at 3pm,,,False,normal
Incoming,Paul Pratt,Robert Oliver,01/21/2025 17:10,01/22/2025 01:10,shopping,,,False,normal
Incoming,Annette Howell,Rachel Foster MD,01/20/2025 20:33,01/21/2025 04:33,shopping,,,False,normal
Incoming,Timothy Gutierrez,Christopher Gibson,01/09/2025 22:54,01/10/2025 06:54,ambil barang,,,False,drug
Incoming,David Adams,Julia Rodgers,01/18/2025 16:41,01/19/2025 00:41,see you at mall,,,False,normal
Outgoing,Mary Green,Cynthia Krause,01/07/2025 02:31,01/07/2025 10:31,rehab tak?,,,False,drug
Outgoing,Kathryn Grant,Gary Cox,01/22/2025 17:25,01/23/2025 01:25,assignment siap?,,,False,normal
Incoming,Nicholas Atkinson,Tricia Hodges,01/20/2025 15:47,01/20/2025 23:47,exam coming soon,,,False,normal
Outgoing,Casey Flynn,Jill Snyder,01/16/2025 08:26,01/16/2025 16:26,lunch break,,,False,normal
Incoming,Corey Brown,Kimberly Salazar,01/14/2025 03:55,01/14/2025 11:55,game tonight,,,False,normal
Incoming,Paige Smith,Catherine Hamilton,01/03/2025 16:04,01/04/2025 00:04,ubat kuat,,,False,drug
Outgoing,Julian Holt,David Martinez,01/10/2025 02:18,01/10/2025 10:18,白粉,,,False,drug
Incoming,Vanessa Moore,Wesley Logan,01/17/2025 01:17,01/17/2025 09:17,how are you?,,,False,normal
Outgoing,Nicole Miller,Thomas Greene,01/05/2025 03:57,01/05/2025 11:57,货 ready,,,False,drug
Outgoing,Thomas Clark PhD,Jamie Cox,01/17/2025 05:02,01/17/2025 13:02,how are you?,,,False,normal
Incoming,Jeanne Richardson,Patricia Smith,01/02/2025 02:10,01/02/2025 10:10,half g,,,False,drug
Outgoing,Mark Spencer,Jack Gordon,01/06/2025 17:16,01/07/2025 01:16,paket,,,False,drug
Incoming,Jeffrey Macias,Larry Castillo,01/22/2025 07:11,01/22/2025 15:11,see you at mall,,,False,normal
Outgoing,Audrey Drake,Nathan Barnes,01/07/2025 04:38,01/07/2025 12:38,paket,,,False,drug
Outgoing,Stacey Campbell,Morgan Garcia,01/03/2025 04:23,01/03/2025 12:23,half g,,,False,drug
Incoming,Jacqueline Cantu,Jacob Cooper,01/12/2025 14:48,01/12/2025 22:48,working late,,,False,normal
Incoming,Nicole Gonzalez,Joseph Wheeler,01/07/2025 03:22,01/07/2025 11:22,ubat kuat,,,False,drug
Incoming,Jeanette Wilson,Matthew Floyd,01/21/2025 01:22,01/21/2025 09:22,shopping,,,False,normal
Outgoing,Jimmy Rodriguez,Jack Wood,01/08/2025 18:09,01/09/2025 02:09,syabu,,,False,drug
Incoming,Heather Lara,Adam Thompson,01/07/2025 04:45,01/07/2025 12:45,one g,,,False,drug
Incoming,David Silva,Kevin Davis,01/02/2025 13:50,01/02/2025 21:50,ambil barang,,,False,drug
Outgoing,Emma Adams,Monica Harvey,01/12/2025 05:00,01/12/2025 13:00,working late,,,False,normal
Outgoing,Thomas Sanders,Patricia Taylor,01/18/2025 09:37,01/18/2025 17:37,catch up later,,,False,normal
Outgoing,Jennifer Butler,Linda Gallagher,01/17/2025 02:24,01/17/2025 10:24,on the way,,,False,normal
Incoming,George Lloyd,Michael Haynes,01/02/2025 00:21,01/02/2025 08:21,白粉,,,False,drug
Outgoing,Brandon Douglas,Kevin Price,01/17/2025 03:27,01/17/2025 11:27,assignment siap?,,,False,normal
Incoming,Gregory Pittman,Kent Bates,01/04/2025 09:17,01/04/2025 17:17,barang ori,,,False,drug
Incoming,James Madden,Aaron Mosley,01/22/2025 21:35,01/23/2025 05:35,shopping,,,False,normal
Incoming,Samuel Zamora,Robert Johnson,01/15/2025 08:54,01/15/2025 16:54,holiday plan,,,False,normal
Outgoing,Steven Ramirez,Christian Case,01/19/2025 20:16,01/20/2025 04:16,holiday plan,,,False,normal
Incoming,Matthew Atkins,Russell Ortiz,01/18/2025 12:04,01/18/2025 20:04,see you at mall,,,False,normal
Incoming,Antonio Wilson,Tina Foley,01/17/2025 10:43,01/17/2025 18:43,on the way,,,False,normal
Outgoing,Angela Morris,Rachel Johnson,01/19/2025 20:49,01/20/2025 04:49,holiday plan,,,False,normal
Outgoing,Dustin Le,Miguel Beard,01/19/2025 10:28,01/19/2025 18:28,assignment siap?,,,False,normal
Incoming,Brian Doyle,Christopher Smith,01/03/2025 04:50,01/03/2025 12:50,ice,,,False,drug
Incoming,Gregory Melendez,Leah Hunt,01/04/2025 11:10,01/04/2025 19:10,check line,,,False,drug
Incoming,Bryan Martinez,Monica Chapman,01/18/2025 16:20,01/19/2025 00:20,catch up later,,,False,normal
Outgoing,Jacqueline James,Andrea Burns,01/08/2025 11:14,01/08/2025 19:14,line clear,,,False,drug
Outgoing,Miranda Morton,Gail Poole,01/04/2025 04:21,01/04/2025 12:21,stuff,,,False,drug
Outgoing,Eric Sanders,Thomas Davidson,01/18/2025 04:56,01/18/2025 12:56,see you at mall,,,False,normal
Incoming,David Sandoval,James Johnson,01/08/2025 23:19,01/09/2025 07:19,budak hantar,,,False,drug
Incoming,Donald Larson,Brian Fowler,01/16/2025 07:57,01/16/2025 15:57,jom makan,,,False,normal
Outgoing,Jason Underwood,Jose Wells,01/01/2025 11:26,01/01/2025 19:26,火,,,False,drug
Outgoing,Jeremiah Maynard,Ebony Knapp,01/02/2025 08:43,01/02/2025 16:43,paket,,,False,drug
Outgoing,Dawn Norris,Mark Carter,01/04/2025 11:38,01/04/2025 19:38,line clear,,,False,drug
Incoming,Melinda Wise,Haley Sullivan,01/09/2025 12:50,01/09/2025 20:50,ice,,,False,drug
Outgoing,John Shepherd,Patrick David,01/07/2025 07:32,01/07/2025 15:32,check line,,,False,drug
Outgoing,Gregory Blanchard PhD,Charles Jones,01/20/2025 17:45,01/21/2025 01:45,holiday plan,,,False,normal
Incoming,Rita Bishop,Brianna Lam,01/05/2025 07:31,01/05/2025 15:31,smoke,,,False,drug
Outgoing,Melanie Williams,Caitlin Thompson DVM,01/07/2025 09:58,01/07/2025 17:58,smoke,,,False,drug
Outgoing,Ashley Hammond,Harold Conway,01/12/2025 19:47,01/13/2025 03:47,apa khabar?,,,False,normal
Outgoing,Charles Rivera,Molly Williams,01/03/2025 21:38,01/04/2025 05:38,stuff,,,False,drug
Incoming,Justin Mccarthy,Benjamin Rodriguez,01/05/2025 00:39,01/05/2025 08:39,火,,,False,drug
Incoming,Austin Mathews,Brian Shelton,01/20/2025 16:33,01/21/2025 00:33,jom makan,,,False,normal
Outgoing,Malik Davidson,Patricia Henderson,01/04/2025 14:37,01/04/2025 22:37,rehab tak?,,,False,drug
Incoming,Nicholas Cook,Debra Turner,01/19/2025 08:27,01/19/2025 16:27,working late,,,False,normal
Outgoing,Anita Wilson,Alicia Gonzalez,01/21/2025 02:19,01/21/2025 10:19,lunch break,,,False,normal
Incoming,Kristin Martin,David Barker,01/04/2025 20:13,01/05/2025 04:13,budak hantar,,,False,drug
Outgoing,Matthew Moore,Victor Jones,01/06/2025 06:30,01/06/2025 14:30,rehab tak?,,,False,drug
Outgoing,Audrey Russell,Nichole Miller,01/06/2025 05:06,01/06/2025 13:06,syabu,,,False,drug
Outgoing,Kathryn Snyder,Rachel Rodriguez,01/04/2025 18:59,01/05/2025 02:59,pil kuda,,,False,drug
Incoming,Kenneth Zhang,Miss Debra Michael,01/04/2025 19:47,01/05/2025 03:47,货 ada,,,False,drug
Incoming,Jocelyn Lawson,Lisa Guerrero,01/07/2025 20:03,01/08/2025 04:03,ice,,,False,drug
Incoming,Derek Harris,Amy Mccormick,01/04/2025 18:20,01/05/2025 02:20,ubat kuat,,,False,drug
Incoming,Steven Bush DVM,William Brady,01/14/2025 18:26,01/15/2025 02:26,on the way,,,False,normal
Incoming,Jeffrey Ellis MD,Chelsey Cruz,01/04/2025 23:27,01/05/2025 07:27,ice,,,False,drug
Outgoing,Derek Davis,Andrew Lewis,01/18/2025 17:27,01/19/2025 01:27,apa khabar?,,,False,normal
Incoming,Nicole Thompson,Kelly Charles,01/18/2025 18:00,01/19/2025 02:00,catch up later,,,False,normal
Incoming,Candice Morris,Latasha Hicks,01/03/2025 17:00,01/04/2025 01:00,paket,,,False,drug
Outgoing,David Rojas,Casey Johnson,01/09/2025 09:58,01/09/2025 17:58,port biasa,,,False,drug
Incoming,Sergio Bartlett,Susan Hardin,01/22/2025 02:01,01/22/2025 10:01,lunch break,,,False,normal
Incoming,Isabel Anderson,James Harrington,01/11/2025 04:10,01/11/2025 12:10,catch up later,,,False,normal
Incoming,John Hanson,Leon Curtis,01/16/2025 00:54,01/16/2025 08:54,see you at mall,,,False,normal
Outgoing,Nathaniel Cook,Leslie Hayes,01/16/2025 17:44,01/17/2025 01:44,assignment siap?,,,False,normal
Incoming,Garrett Gallagher,Jason Fox,01/12/2025 21:11,01/13/2025 05:11,lunch break,,,False,normal
Outgoing,Shawn Norris,Kyle Richardson,01/13/2025 21:32,01/14/2025 05:32,see you at mall,,,False,normal
Outgoing,Misty Monroe,Logan Hernandez,01/03/2025 08:39,01/03/2025 16:39,smoke,,,False,drug
Outgoing,Mary Allen,Zachary Fisher,01/21/2025 06:57,01/21/2025 14:57,meeting at 3pm,,,False,normal
Incoming,Richard Wallace,Diane Munoz,01/10/2025 05:35,01/10/2025 13:35,football match best,,,False,normal
Outgoing,David Lee,William Jackson,01/11/2025 23:37,01/12/2025 07:37,good night,,,False,normal
Outgoing,Tracey Lawrence,Rebecca Smith,01/20/2025 03:55,01/20/2025 11:55,ok see you tomorrow,,,False,normal
Incoming,Paige Black,Brian Chandler,01/17/2025 19:35,01/18/2025 03:35,football match best,,,False,normal
Outgoing,Bryce Rogers,Samantha Harper,01/09/2025 13:02,01/09/2025 21:02,half g,,,False,drug
Outgoing,Justin Smith,Jeremy Abbott,01/22/2025 05:40,01/22/2025 13:40,working late,,,False,normal
Outgoing,Bryan Vasquez,Sheena Nelson,01/06/2025 13:03,01/06/2025 21:03,budak hantar,,,False,drug
Outgoing,Barry Hoover,Renee Martin,01/22/2025 06:09,01/22/2025 14:09,exam coming soon,,,False,normal
Outgoing,Michelle Daugherty,Amy Cobb,01/12/2025 18:09,01/13/2025 02:09,good night,,,False,normal
Outgoing,Christina Gates,Marissa Collins,01/22/2025 00:39,01/22/2025 08:39,football match best,,,False,normal
Outgoing,David Anderson,Victoria Nielsen,01/04/2025 12:59,01/04/2025 20:59,火,,,False,drug
Outgoing,Lauren Roy,Michael Tucker,01/07/2025 19:20,01/08/2025 03:20,syabu,,,False,drug
Incoming,Jared Ibarra,Brittany Marshall,01/02/2025 06:47,01/02/2025 14:47,check line,,,False,drug
Incoming,Lisa Wyatt,Emily Leach,01/04/2025 02:05,01/04/2025 10:05,smoke,,,False,drug
Incoming,Bradley Chavez,Michelle Richardson,01/18/2025 02:18,01/18/2025 10:18,jalan-jalan,,,False,normal
Incoming,Jeremy Thomas,Jack Cruz,01/10/2025 15:05,01/10/2025 23:05,football match best,,,False,normal
Outgoing,Jerome Hoffman,Stephanie Castillo,01/19/2025 23:57,01/20/2025 07:57,holiday plan,,,False,normal
Outgoing,Christina Rodriguez,Melinda Walsh,01/20/2025 07:45,01/20/2025 15:45,on the way,,,False,normal
Outgoing,Mindy Mullen,Thomas Buck,01/05/2025 23:03,01/06/2025 07:03,ice,,,False,drug
Outgoing,William Stephens,Darren Martinez,01/12/2025 15:14,01/12/2025 23:14,exam coming soon,,,False,normal
Outgoing,Jennifer Wilson,David Hopkins,01/06/2025 21:44,01/07/2025 05:44,stuff,,,False,drug
Incoming,Christina Mendez,Steve Lopez,01/04/2025 03:32,01/04/2025 11:32,line clear,,,False,drug
Outgoing,Cindy Barnes,Vicki Huffman,01/02/2025 21:58,01/03/2025 05:58,ubat kuat,,,False,drug
Outgoing,Glenda Vaughn,Aaron Little,01/18/2025 07:24,01/18/2025 15:24,see you at mall,,,False,normal
Outgoing,Michael Hernandez,Deborah Brown,01/19/2025 04:27,01/19/2025 12:27,good night,,,False,normal
Incoming,Natalie Baxter,Timothy Fletcher,01/15/2025 12:56,01/15/2025 20:56,holiday plan,,,False,normal
Incoming,Joseph Yang,Kevin Fisher,01/12/2025 20:02,01/13/2025 04:02,how are you?,,,False,normal
Outgoing,Adam Powell,Catherine Williams,01/18/2025 21:30,01/19/2025 05:30,game tonight,,,False,normal
Outgoing,Thomas Whitney,Ryan Salinas,01/05/2025 12:37,01/05/2025 20:37,ambil barang,,,False,drug
Incoming,Eric Sparks,Christopher Pierce,01/17/2025 02:47,01/17/2025 10:47,meeting at 3pm,,,False,normal
Incoming,Amanda Clark,Chad Ruiz,01/02/2025 16:28,01/03/2025 00:28,ubat kuat,,,False,drug
Outgoing,Bianca Moyer,Shawn Beck,01/05/2025 05:10,01/05/2025 13:10,pil kuda,,,False,drug
Incoming,Michael Leonard,Heather Shepherd,01/14/2025 01:38,01/14/2025 09:38,football match best,,,False,normal
Incoming,Jean Heath,Sarah Jensen,01/20/2025 03:50,01/20/2025 11:50,good night,,,False,normal
Outgoing,Leah Day,Patrick Reed,01/22/2025 06:24,01/22/2025 14:24,shopping,,,False,normal
Incoming,Mark Bell,Donald Chung,01/09/2025 19:44,01/10/2025 03:44,冰毒,,,False,drug
Incoming,Ashley Ford,Shannon Sharp,01/20/2025 03:06,01/20/2025 11:06,game tonight,,,False,normal
Incoming,Olivia Holt,Beth Baird,01/07/2025 23:12,01/08/2025 07:12,port biasa,,,False,drug
Incoming,Elizabeth Reeves,Daniel Willis,01/06/2025 07:00,01/06/2025 15:00,budak hantar,,,False,drug
Incoming,Jacqueline Bowen,Diane Braun,01/22/2025 05:21,01/22/2025 13:21,drive safe,,,False,normal
Incoming,Wendy Hendrix,Joshua Walsh,01/16/2025 00:12,01/16/2025 08:12,later go movie,,,False,normal
Incoming,Jason Martinez,Jeffrey Johnson,01/16/2025 08:11,01/16/2025 16:11,on the way,,,False,normal
Outgoing,Tyrone Williams,Elizabeth Galvan,01/18/2025 20:23,01/19/2025 04:23,exam coming soon,,,False,normal
Outgoing,Andre Carter,Paul Mckinney,01/21/2025 11:28,01/21/2025 19:28,ok see you tomorrow,,,False,normal
Outgoing,Angel Robinson,Kristina Williams,01/19/2025 02:00,01/19/2025 10:00,jalan-jalan,,,False,normal
Incoming,Christine Martinez,Ronald Reilly,01/21/2025 20:30,01/22/2025 04:30,drive safe,,,False,normal
Outgoing,Jennifer Davis,Scott Williams,01/13/2025 19:46,01/14/2025 03:46,lunch break,,,False,normal
Outgoing,Justin Collins,Donald Campbell,01/12/2025 22:09,01/13/2025 06:09,working late,,,False,normal
Outgoing,Matthew Johnson,Donna George,01/21/2025 16:22,01/22/2025 00:22,jalan-jalan,,,False,normal
Incoming,Bryan Perry,Julie Jones,01/13/2025 23:16,01/14/2025 07:16,apa khabar?,,,False,normal
Incoming,Brandon White,Brandon Murphy,01/07/2025 09:10,01/07/2025 17:10,line clear,,,False,drug
Outgoing,Susan Conrad,Lauren Cox,01/21/2025 00:05,01/21/2025 08:05,catch up later,,,False,normal
Incoming,James Frazier,Megan Reeves,01/17/2025 00:38,01/17/2025 08:38,see you at mall,,,False,normal
Outgoing,Gerald Lindsey,Mr. Shawn Richardson,01/22/2025 12:19,01/22/2025 20:19,game tonight,,,False,normal
Outgoing,Robert Hicks,Tracey Stevens,01/01/2025 19:03,01/02/2025 03:03,one g,,,False,drug
Outgoing,Charles Reyes,Nichole Gregory DDS,01/21/2025 13:55,01/21/2025 21:55,ok see you tomorrow,,,False,normal
Outgoing,Joseph Harrington,Renee Lee,01/12/2025 13:53,01/12/2025 21:53,jalan-jalan,,,False,normal
Outgoing,Ashley Wagner,Gerald Gross,01/19/2025 15:31,01/19/2025 23:31,family dinner,,,False,normal
Outgoing,Anita Medina,Matthew West,01/09/2025 03:51,01/09/2025 11:51,货 ada,,,False,drug
Incoming,Sharon Oconnell,Danielle Zuniga,01/09/2025 12:41,01/09/2025 20:41,budak hantar,,,False,drug
Incoming,Brian Bell,Elijah Lane,01/20/2025 09:40,01/20/2025 17:40,later go movie,,,False,normal
Incoming,Aaron Ray,Danielle Smith,01/01/2025 13:30,01/01/2025 21:30,smoke,,,False,drug
Outgoing,Angela Lowe,Rebecca Bailey,01/07/2025 18:26,01/08/2025 02:26,budak hantar,,,False,drug
Outgoing,Cindy Knapp,Jason Scott,01/09/2025 17:17,01/10/2025 01:17,ubat kuat,,,False,drug
Incoming,Edwin Walker,Robin Montgomery,01/15/2025 04:57,01/15/2025 12:57,jom makan,,,False,normal
Outgoing,Brandi Herrera,Michael Hull,01/20/2025 23:18,01/21/2025 07:18,jalan-jalan,,,False,normal
Incoming,Jesus Dean,Rebecca Jones,01/06/2025 08:45,01/06/2025 16:45,冰毒,,,False,drug
Incoming,Kimberly Barrera,Matthew Kim,01/01/2025 12:03,01/01/2025 20:03,check line,,,False,drug
Incoming,Cynthia Macdonald,James Hill,01/02/2025 05:05,01/02/2025 13:05,syabu,,,False,drug
Outgoing,William Horne,Jason Rush,01/13/2025 16:52,01/14/2025 00:52,apa khabar?,,,False,normal
Outgoing,David Buckley,Derek Matthews,01/06/2025 19:52,01/07/2025 03:52,货 ready,,,False,drug
Outgoing,Robert Hart,Wendy Griffin,01/16/2025 21:48,01/17/2025 05:48,holiday plan,,,False,normal
Incoming,Brandon Carpenter,Mrs. Jennifer Aguilar,01/10/2025 22:41,01/11/2025 06:41,later go movie,,,False,normal
Outgoing,Samantha Brown,Catherine Owens,01/14/2025 13:17,01/14/2025 21:17,jalan-jalan,,,False,normal
Incoming,Scott Thompson,Alyssa Flores,01/10/2025 09:12,01/10/2025 17:12,on the way,,,False,normal
Incoming,Kenneth Daniels,Jacob Mayo,01/02/2025 20:36,01/03/2025 04:36,ubat kuat,,,False,drug
Incoming,Vanessa Oconnell,Cassandra Powers,01/07/2025 14:08,01/07/2025 22:08,stuff,,,False,drug
Incoming,Mary Schmidt,Robin Brown,01/19/2025 17:48,01/20/2025 01:48,assignment siap?,,,False,normal
Outgoing,Martha Dennis,Anthony Rogers,01/21/2025 01:53,01/21/2025 09:53,exam coming soon,,,False,normal
Outgoing,Scott Lewis,Charles Choi,01/02/2025 07:49,01/02/2025 15:49,ubat kuat,,,False,drug
Outgoing,Heather Parker,James Shaffer,01/06/2025 18:38,01/07/2025 02:38,check line,,,False,drug
Outgoing,Rodney Ferguson,Dr. Lauren Petersen DVM,01/14/2025 23:17,01/15/2025 07:17,drive safe,,,False,normal
Outgoing,Jamie Myers,Patrick Sloan MD,01/09/2025 22:12,01/10/2025 06:12,half g,,,False,drug
Outgoing,Natalie Johnson,Casey Bryant,01/08/2025 20:02,01/09/2025 04:02,one g,,,False,drug
Outgoing,Brian Hudson,Michelle Crosby,01/10/2025 05:39,01/10/2025 13:39,see you at mall,,,False,normal
Incoming,David Smith,Garrett Holland,01/12/2025 14:56,01/12/2025 22:56,shopping,,,False,normal
Incoming,Amanda Vazquez,Courtney Cooper,01/08/2025 15:37,01/08/2025 23:37,stuff,,,False,drug
Outgoing,Denise Jones,Kimberly Barrera,01/12/2025 07:04,01/12/2025 15:04,later go movie,,,False,normal
Incoming,Matthew Bailey,Stacy Martin,01/19/2025 04:07,01/19/2025 12:07,see you at mall,,,False,normal
Outgoing,Samantha Hess,Evan Quinn,01/12/2025 12:10,01/12/2025 20:10,good night,,,False,normal
Incoming,Mary Roberts,Daniel Webb,01/14/2025 15:07,01/14/2025 23:07,good night,,,False,normal
Outgoing,Jonathan Cunningham,Brenda Bennett,01/14/2025 08:54,01/14/2025 16:54,drive safe,,,False,normal
Outgoing,Ariel Lee,Jeanne Lynn,01/05/2025 09:45,01/05/2025 17:45,ambil barang,,,False,drug
Incoming,Andrew English,Angela Jenkins,01/18/2025 19:04,01/19/2025 03:04,assignment siap?,,,False,normal
Outgoing,Jared Sanders,Peter Scott,01/18/2025 16:18,01/19/2025 00:18,drive safe,,,False,normal
Incoming,Robert Durham,Brittney Barnes,01/18/2025 03:59,01/18/2025 11:59,good night,,,False,normal
Outgoing,Stacey Williams,Madison Sanchez,01/12/2025 07:22,01/12/2025 15:22,assignment siap?,,,False,normal
Incoming,Robin Carlson,Timothy Austin,01/21/2025 07:17,01/21/2025 15:17,meeting at 3pm,,,False,normal
Outgoing,Andrea Ross,Jeffrey Reid,01/01/2025 16:41,01/02/2025 00:41,火,,,False,drug
Outgoing,Kimberly Martin,Jacqueline Grant,01/15/2025 22:43,01/16/2025 06:43,on the way,,,False,normal
Incoming,Kathryn Fuller,Jessica Benton,01/08/2025 06:16,01/08/2025 14:16,白粉,,,False,drug
Outgoing,Erika Clark,Karen Swanson,01/21/2025 17:38,01/22/2025 01:38,family dinner,,,False,normal
Outgoing,Michael Wyatt,Adrienne Velez,01/05/2025 15:22,01/05/2025 23:22,ubat kuat,,,False,drug
Incoming,Justin Silva,Michael Thompson,01/10/2025 08:44,01/10/2025 16:44,family dinner,,,False,normal
Outgoing,Jennifer Ryan,Brent Wright,01/07/2025 17:56,01/08/2025 01:56,白粉,,,False,drug
Incoming,Jason Martin,William Alvarez,01/05/2025 15:32,01/05/2025 23:32,half g,,,False,drug
Incoming,Kimberly Harvey,William Fisher,01/20/2025 01:32,01/20/2025 09:32,drive safe,,,False,normal
Outgoing,David Young,Christopher Reyes,01/05/2025 13:46,01/05/2025 21:46,port biasa,,,False,drug
Incoming,Thomas Kent,Gina Morgan,01/16/2025 17:27,01/17/2025 01:27,jalan-jalan,,,False,normal
Incoming,Marcus Smith,Robert Salazar,01/14/2025 17:11,01/15/2025 01:11,jom makan,,,False,normal
Outgoing,Matthew Sawyer,Eric Johnson,01/01/2025 15:23,01/01/2025 23:23,one g,,,False,drug
